N-gramm,Count
house .,108
"lady ,",108
must be,107
my master,107
which i,107
let him,107
", whose",106
but that,106
", go",106
; that,106
"them ,",106
so much,106
i see,106
upon the,106
? duke,105
"indeed ,",105
here 's,105
to do,105
my life,105
of him,104
% 'tis,104
you not,104
one %,104
and then,104
you :,104
we will,104
what i,104
may be,104
in love,104
", 't",104
he will,103
"do ,",103
go to,103
if thou,103
i love,102
. angelo,102
. cressida,102
", all",102
room in,102
well .,102
let us,102
. parolles,101
not the,101
"life ,",101
. he,101
my love,101
? what,101
% let,101
you may,100
. this,100
him to,100
of our,100
is it,100
is my,100
she 's,99
but a,99
it ;,99
don john,99
have been,98
and let,97
% there,97
! how,97
% go,96
. portia,96
tell you,96
"will ,",96
'll be,96
% is,96
to his,96
", will",95
be not,95
to this,95
thou shalt,95
for this,95
! o,95
i may,95
love .,95
% marry,95
with my,95
i could,95
in her,95
: it,94
", an",94
% then,94
'd in,94
", here",93
'd ;,93
one scene,93
of thy,93
. pandarus,93
you 'll,93
. falstaff,92
. belch,92
that she,92
; it,92
. my,92
a room,91
"he ,",91
what !,91
", have",90
a woman,90
", from",90
ninety-nine %,90
. benedick,90
; or,89
sir ?,89
. isabella,89
'd me,89
"hand ,",89
father 's,89
is your,88
's house,88
% your,88
is to,88
", at",88
he shall,88
know not,88
", are",88
. how,88
of me,88
have i,88
% she,88
: my,87
he was,87
. here,87
. orlando,87
is this,87
is he,87
them .,87
of you,87
", take",86
mine own,86
by this,86
let 's,86
the same,86
; so,86
will i,86
a fool,86
gentleman one,86
for me,85
"therefore ,",85
man .,85
it not,85
. troilus,85
. now,85
for it,85
her ;,85
the other,84
here comes,84
and what,84
. speed,84
of mine,84
: we,84
"all ,",84
% do,84
% who,84
the gods,84
"us ,",84
. viola,84
. lucio,83
he that,83
", shall",83
i hope,83
"know ,",83
for his,83
again .,83
my brother,82
am not,82
. and,82
is in,82
", her",82
my daughter,82
"which ,",82
. imogen,82
but the,82
one of,82
of them,82
"thou ,",81
. leonato,81
"yes ,",81
when he,81
! the,81
full of,81
my good,80
. prospero,80
: let,80
. bertram,80
"honour ,",80
that which,80
a word,80
him :,80
'd the,80
but to,80
have no,80
am i,79
"yet ,",79
", indeed",79
", would",79
% in,79
"prithee ,",79
dost thou,79
it ?,79
. let,79
with his,79
. lafeu,78
to say,78
as he,78
"there ,",78
him ?,78
. adriana,78
when you,78
. pericles,78
a little,78
. beatrice,78
", thy",78
me in,77
was a,77
that thou,77
be the,76
here ?,76
soldier one,76
the prince,76
", now",76
shall have,76
. celia,76
beseech you,76
than the,76
. gentleman,76
of love,75
. leontes,75
"more ,",75
; yet,75
"one ,",75
"on ,",75
. go,75
"think ,",75
", on",75
the matter,75
you were,75
so ;,75
of that,75
"true ,",75
it :,75
and not,75
"heart ,",74
man 's,74
for that,74
one that,74
am a,74
he would,74
! and,74
pandarus cressida,74
and there,74
"father ,",74
gentleman two,74
: there,74
rosalind celia,73
% yes,73
would i,73
"time ,",73
too .,73
into the,73
"see ,",73
your grace,73
"yea ,",73
with your,73
", even",73
", till",73
'd :,73
: this,73
"mistress ,",73
two scene,73
lov 'd,72
scene four,72
. julia,72
"son ,",72
and by,72
the time,72
the very,72
have done,72
or else,71
"again ,",71
. katharina,71
% where,71
. sebastian,71
. maria,71
his own,70
; we,70
here is,70
to thee,70
the man,70
do it,70
"house ,",69
please you,69
", why",69
"be ,",69
by your,69
and your,69
... ...,69
: for,69
a very,69
me !,69
where is,68
art thou,68
if the,68
to know,68
you would,68
to speak,68
"too ,",68
sir !,67
: she,67
if she,67
would be,67
a thousand,67
. camillo,67
the rest,67
cressida pandarus,67
celia rosalind,67
orlando rosalind,67
well ;,67
: what,67
would you,67
i never,67
thank you,67
ford mrs.,67
; my,67
"fool ,",67
are not,67
for thy,66
as it,66
my wife,66
and therefore,66
. ulysses,66
and will,66
"wife ,",66
have the,66
"mine ,",66
! ',66
"first ,",66
. costard,66
. armado,66
he had,66
and with,66
sir :,66
this ?,65
! you,65
within .,65
"brother ,",65
; she,65
and now,65
you in,65
not for,65
in thy,65
my lady,65
", one",65
! a,65
% as,65
. princess,65
; to,65
duke s,64
dir duke,64
your father,64
go with,64
. page,64
you can,64
in their,64
"eyes ,",64
like to,64
they have,64
"king ,",64
dir i,64
", give",64
. boyet,64
you a,63
! that,63
part of,63
she hath,63
yet i,63
it to,63
"boy ,",63
. ford,63
in that,63
you should,63
"done ,",63
% for,63
it were,63
let it,63
think you,62
! thou,62
"daughter ,",62
page mrs.,62
not ;,62
had been,62
. posthumus,62
go .,62
? antipholus,62
% madam,62
and make,62
your worship,62
. tranio,62
for her,62
'd and,62
a gentleman,62
that we,62
could not,61
not in,61
"night ,",61
. evans,61
to come,61
", more",61
"myself ,",61
", were",61
the first,61
", our",61
your own,61
i beseech,61
that it,61
alas !,61
me not,61
and this,61
now i,61
", tell",61
make a,61
upon my,61
what you,61
rosalind orlando,60
us .,60
"away ,",60
the devil,60
what a,60
"good ,",60
is but,60
i warrant,60
: therefore,60
you !,60
it shall,60
. she,60
is so,60
from my,59
out .,59
. aguecheek,59
with all,59
; there,59
wilt thou,59
the sun,59
'd by,59
be gone,59
and be,59
. iachimo,59
no ;,59
it in,59
heart .,59
all .,59
i were,59
a most,59
but what,59
: so,59
he 'll,59
here .,59
see the,59
your honour,58
", whom",58
", mistress",58
but he,58
"who ,",58
know you,58
him that,58
will .,58
lord ;,58
now .,58
"look ,",58
me with,58
more .,58
", hath",58
all my,58
shall we,58
to give,58
armado moth,58
say you,57
"out ,",57
and she,57
; nor,57
. thou,57
like the,57
"name ,",57
; let,57
on my,57
so i,57
"day ,",57
. touchstone,57
% with,57
is that,57
", since",57
", o",57
as much,57
"eye ,",57
as thou,57
", fair",57
", look",57
"page ,",57
. bassanio,57
my house,57
moth armado,56
come .,56
was not,56
. there,56
! my,56
; who,56
me a,56
have not,56
the court,56
they say,56
hast thou,56
me the,56
but in,56
; therefore,56
i prithee,56
you well,56
on his,56
the way,55
. hortensio,55
that will,55
pray thee,55
benedick beatrice,55
claudio don,55
than i,55
"speak ,",55
to take,55
ha !,55
so ?,55
than a,55
he be,55
. olivia,55
: thou,55
. moth,55
you say,55
you the,55
. luce,55
same .,55
i saw,54
. rosaline,54
this .,54
"truly ,",54
from me,54
", upon",54
well :,54
as well,54
in all,54
", because",54
. launce,54
katharina petruchio,54
. good,54
", unless",54
too much,54
beatrice benedick,53
the best,53
you that,53
! stage,53
; 't,53
all this,53
is .,53
the lady,53
; then,53
% they,53
"lords ,",53
to hear,53
that hath,53
the most,53
i not,53
a great,53
thee ;,53
now !,53
to our,53
at my,53
of these,53
; no,53
away !,53
make me,53
. pisanio,53
. why,53
was the,53
"sure ,",53
and here,53
you for,53
an old,53
she will,53
"death ,",52
"world ,",52
we shall,52
"or ,",52
. shylock,52
", man",52
"gone ,",52
all that,52
three scene,52
; they,52
for him,52
her to,52
palace .,52
? rosalind,52
the sea,52
; this,52
in our,52
not have,52
with thee,52
that ?,52
. we,52
have heard,51
nothing but,51
give him,51
before the,51
at your,51
it will,51
and thou,51
's my,51
be my,51
. servant,51
her ?,51
thou wilt,51
't was,51
. to,51
pedro claudio,51
a thing,51
in such,51
call 'd,51
. thersites,51
? why,51
? don,51
. autolycus,51
: a,51
% will,50
for thee,50
"word ,",50
"troth ,",50
. malvolio,50
. well,50
him in,50
thou dost,50
one .,50
is too,50
. hector,50
that my,50
petruchio katharina,50
: 't,50
", most",50
in me,50
come ;,50
: they,50
sebastian antonio,50
is as,50
hath been,50
i be,50
of such,50
with such,49
. stephano,49
the house,49
"friend ,",49
. countess,49
kind of,49
"she ,",49
and when,49
; thou,49
whom i,49
do i,49
your brother,49
. provost,49
", some",49
how i,49
for he,49
should have,49
not what,49
thee to,49
% when,49
that they,48
on a,48
me for,48
: to,48
good sir,48
lord !,48
not :,48
as they,48
. cymbeline,48
. grumio,48
you hear,48
of their,48
as if,48
at home,48
. quickly,48
", than",48
. shallow,48
good morrow,48
you be,48
where i,48
not that,48
. lucentio,48
. paulina,48
attendants .,48
? how,48
look you,48
! he,48
to thy,48
woman 's,48
and her,48
scene five,48
! but,48
wife .,47
or i,47
love ;,47
but if,47
"said ,",47
's no,47
speed launce,47
as she,47
i come,47
% alas,47
. it,47
man ;,47
have it,47
king 's,47
i fear,47
who is,47
those that,47
"home ,",47
"queen ,",47
. marina,47
. pompey,47
pardon me,47
though i,47
'll not,47
ho !,47
hear me,47
away .,47
% most,47
we do,47
father .,47
"duke ,",47
'd you,47
launce speed,47
", gentle",47
"in ,",47
. for,47
"up ,",46
. then,46
the more,46
? ',46
antonio sebastian,46
aguecheek belch,46
be .,46
servant .,46
take it,46
. cloten,46
", ere",46
% all,46
? the,46
on your,46
"youth ,",46
know the,46
"farewell ,",46
and how,46
good my,46
and we,46
"gentleman ,",46
julia lucetta,46
", boy",46
he has,46
it with,46
", lest",46
% sweet,46
sir toby,46
none of,46
of what,45
i speak,45
lucetta julia,45
i might,45
. escalus,45
? and,45
i tell,45
the queen,45
% pray,45
", lady",45
but you,45
ford falstaff,45
a letter,45
and do,45
% be,45
the which,45
you see,45
. fabian,45
he comes,45
from her,45
"have ,",45
. achilles,45
come hither,45
"husband ,",45
. belarius,45
. slender,45
there ?,45
thou canst,45
! here,45
on him,45
belch aguecheek,45
is an,45
with this,45
"heaven ,",44
? is,44
that ever,44
am sure,44
did not,44
she was,44
not i,44
? king,44
did you,44
the great,44
your daughter,44
? mrs.,44
had rather,44
! why,44
? olivia,44
should i,44
by his,44
hath a,44
the day,44
! for,44
lady .,44
make the,44
on .,44
good lord,44
much as,43
", say",43
. when,43
there be,43
say .,43
", did",43
hath not,43
say i,43
the moon,43
will have,43
the better,43
we must,43
the old,43
. polixenes,43
", such",43
: his,43
not you,43
you of,43
"nothing ,",43
. guiderius,43
"dead ,",43
"'s ,",43
if not,43
"part ,",43
me and,43
to keep,43
but for,43
i take,43
no man,43
is his,43
speak with,43
come on,43
my soul,43
for all,43
thee :,43
life .,43
mine eyes,43
fare you,42
. lucetta,42
page .,42
since i,42
that have,42
duke lucio,42
"peace ,",42
you love,42
as we,42
must not,42
"grace ,",42
he did,42
when the,42
speed valentine,42
your lordship,42
: when,42
my son,42
"hope ,",42
'll have,42
' and,42
my troth,42
i mean,42
: that,42
is there,42
letter .,42
when she,42
let her,42
my husband,42
she shall,42
'd ?,42
an ass,42
"face ,",42
viola olivia,42
by a,42
you with,42
sir john,42
will do,42
any man,42
give you,42
true .,41
"place ,",41
. gremio,41
duke 's,41
; come,41
were a,41
the forest,41
: here,41
if this,41
here in,41
come in,41
proteus valentine,41
a maid,41
thou not,41
tell thee,41
. jaques,41
had not,41
into a,41
no .,41
gone .,41
be your,41
mistress page,41
? cressida,41
i n't,41
tell him,41
angelo isabella,41
"pray ,",41
peace !,41
will make,41
better than,41
. dumaine,40
"fie ,",40
and thy,40
upon a,40
. florizel,40
you and,40
", was",40
he were,40
'd a,40
. demetrius,40
with us,40
dir how,40
: then,40
she did,40
your highness,40
"mind ,",40
% faith,40
were not,40
? you,40
. silvia,40
. lorenzo,40
", poor",40
this be,40
dir within,40
what he,40
is more,40
a lady,40
", sirrah",40
and as,40
duke f,40
mine honour,40
a ',40
me see,40
. 't,40
lucio duke,40
"gentlemen ,",40
. dogberry,40
: in,40
: now,40
do .,40
master 's,40
: your,40
"blood ,",40
"hither ,",40
"fair ,",40
valentine speed,39
one lord,39
more of,39
the letter,39
me your,39
my mother,39
love to,39
. by,39
'll make,39
so :,39
you had,39
olivia viola,39
at a,39
there was,39
. baptista,39
upon him,39
", signior",39
a poor,39
his wife,39
", god",39
? o,39
he can,39
that would,39
ere i,39
the law,39
you go,39
if they,39
% peace,39
on me,39
four scene,39
; here,39
in him,39
on thee,39
? or,39
. diana,39
take the,39
"men ,",39
upon me,39
mistress ford,39
one parolles,39
i hear,39
"to ,",39
isabella angelo,39
! this,39
"sirrah ,",39
% master,39
there .,39
. in,39
"down ,",38
thy master,38
"maid ,",38
that can,38
or a,38
do so,38
the night,38
love 's,38
. ariel,38
o n't,38
them to,38
me that,38
where 's,38
"woman ,",38
and it,38
. holofernes,38
. who,38
'd my,38
hand .,38
take her,38
to bed,38
; in,38
not my,38
: o,38
aside to,38
is she,38
'll tell,38
i give,38
; ',38
upon his,38
with thy,38
. lysander,38
"welcome ,",38
die .,38
; as,38
be in,38
then i,37
the truth,37
"ford ,",37
that your,37
% his,37
a kind,37
. your,37
to us,37
which you,37
you speak,37
"claudio ,",37
the fool,37
your hand,37
they were,37
by me,37
will go,37
and attendants,37
and for,37
iachimo posthumus,37
me as,37
to it,37
your good,37
. agamemnon,37
' faith,37
is now,37
'd of,37
"friends ,",37
then ?,37
"hence ,",37
her :,37
are the,37
'd it,37
let the,37
two act,37
dir the,37
we may,37
% yea,37
hear the,37
let them,37
"way ,",37
man of,37
's palace,37
: ',37
not ?,37
are a,37
told you,37
to think,37
. host,37
lord ?,36
to go,36
from his,36
but one,36
troilus cressida,36
he should,36
him a,36
. diomedes,36
provost duke,36
valentine proteus,36
have made,36
speak .,36
'd for,36
have seen,36
? if,36
; where,36
warrant you,36
"sweet ,",36
! let,36
farewell .,36
to tell,36
through the,36
then .,36
three act,36
% of,36
thee ?,36
the heavens,36
. be,36
% have,36
the earth,36
. so,36
art a,36
but yet,36
mine .,36
master brook,36
"live ,",36
than to,36
enter a,36
", lords",36
word .,36
death .,36
berowne king,36
way .,36
king berowne,36
% are,36
", gentlemen",36
her father,36
. hero,36
. caius,36
upon your,36
my mind,36
"are ,",36
your love,36
th ',36
that .,35
with that,35
and have,35
you so,35
's not,35
hark !,35
"morrow ,",35
the poor,35
to their,35
shall see,35
", well",35
the ring,35
nothing .,35
", away",35
duke stage,35
'd him,35
friar francis,35
i told,35
in .,35
"thus ,",35
with an,35
"court ,",35
that are,35
"fear ,",35
paulina leontes,35
on her,35
brother 's,35
my liege,35
they will,35
speak to,35
an hour,35
% an,35
but it,35
thee in,35
miranda prospero,35
man is,35
upon her,35
old man,35
", call",35
duke provost,35
? pandarus,35
? valentine,35
the count,35
look on,35
it should,35
", without",35
"head ,",35
his head,35
", can",35
le beau,35
'd her,35
you 're,35
as to,35
when they,34
% god,34
ariel prospero,34
his name,34
"soul ,",34
to live,34
you all,34
which he,34
"antonio ,",34
if that,34
and say,34
see you,34
he not,34
you come,34
name of,34
. will,34
not know,34
. where,34
she would,34
"yours ,",34
an honest,34
take my,34
", lord",34
' quoth,34
! there,34
himself .,34
to that,34
make him,34
. gratiano,34
it would,34
such as,34
cressida troilus,34
had a,34
act five,34
anne page,34
parolles lafeu,34
's that,34
duke isabella,34
hath made,34
this ring,34
and if,34
"tongue ,",34
i thought,34
"truth ,",34
but not,34
"besides ,",34
well as,34
man ?,34
"bed ,",34
i came,34
too :,34
. hermia,34
", ho",34
isabella duke,34
me of,34
act three,33
"together ,",33
should not,33
a day,33
the next,33
leave to,33
lafeu parolles,33
'll go,33
time .,33
of .,33
posthumus iachimo,33
% ha,33
% yet,33
done .,33
", dear",33
be done,33
", make",33
. biondello,33
i 'd,33
he ?,33
true ;,33
you did,33
no other,33
! if,33
to die,33
what would,33
. they,33
him !,33
too ;,33
of us,33
and give,33
and tell,33
than you,33
countess clown,33
. æneas,33
i dare,33
welcome .,33
name .,33
"fellow ,",33
what thou,33
like an,33
act four,33
", before",33
is here,33
act two,33
. away,33
matter ?,33
call me,33
no matter,33
shall find,33
"villain ,",33
in good,33
how much,33
act one,33
where you,33
my dear,33
thou ?,33
but as,33
him with,33
. arviragus,33
! to,33
dir they,33
; what,33
: stage,33
", should",33
him and,32
fisherman one,32
till i,32
this man,32
", may",32
: come,32
'd at,32
good master,32
", bring",32
my cousin,32
think i,32
clown autolycus,32
not speak,32
so far,32
. quince,32
's name,32
; his,32
as my,32
bound to,32
lord :,32
on thy,32
can be,32
on you,32
for what,32
speak of,32
? princess,32
two lord,32
so long,32
"wit ,",32
. borachio,32
. launcelot,32
"sea ,",32
thee !,32
the ground,32
this :,32
up the,32
'd his,32
are all,32
. miranda,32
; when,32
piece of,32
and they,32
head .,32
man in,32
a wife,32
for ever,32
. therefore,32
's sake,32
know him,32
", stand",32
him not,32
a husband,32
no less,32
the one,32
please your,32
. caliban,32
love ?,32
dir what,32
love you,32
when thou,32
company .,32
prospero ariel,32
to death,32
! no,32
love with,32
i go,32
. theseus,32
but my,32
"prince ,",31
? clown,31
"sake ,",31
"himself ,",31
get you,31
autolycus clown,31
love thee,31
music .,31
and one,31
how many,31
this place,31
? benedick,31
upon this,31
love is,31
", out",31
% which,31
"off ,",31
. ajax,31
my name,31
"none ,",31
's your,31
words .,31
it may,31
the wind,31
you think,31
who 's,31
? no,31
is thy,31
"hector ,",31
not with,31
and of,31
! where,31
the good,31
clown countess,31
is all,31
day .,31
", must",31
the jew,31
but this,31
to love,31
. bottom,31
by gar,31
's in,31
give thee,31
? countess,31
very well,31
; with,31
thy life,31
fool .,31
be true,31
", after",31
say so,31
but she,31
a better,31
have me,31
to seek,31
what they,31
they do,31
", thus",31
"sister ,",31
'll give,30
"still ,",30
"angelo ,",30
he .,30
even now,30
thine own,30
seem to,30
", had",30
for she,30
why then,30
caliban stephano,30
up .,30
at this,30
at all,30
"gar ,",30
leave you,30
% give,30
that a,30
not this,30
might have,30
she be,30
enough .,30
your will,30
and our,30
that in,30
"ring ,",30
way to,30
a fair,30
% truly,30
; not,30
hand ;,30
to what,30
stephano trinculo,30
is true,30
more to,30
", while",30
to call,30
time to,30
. farewell,30
many a,30
her in,30
? leontes,30
were i,30
of an,30
; your,30
; one,30
away with,30
my friend,30
my will,30
this i,30
. helicanus,30
lady 's,30
"words ,",30
", these",30
. shepherd,30
prospero miranda,30
place .,30
by him,30
"kate ,",30
? he,30
my mistress,30
and leave,30
on this,29
i swear,29
dir you,29
"god ,",29
dir a,29
when we,29
can you,29
thou didst,29
the right,29
are as,29
but by,29
made me,29
look to,29
is like,29
% nor,29
do me,29
know what,29
. gonzalo,29
my hand,29
i to,29
a servant,29
the love,29
; how,29
"was ,",29
in some,29
"justice ,",29
i heard,29
as your,29
if we,29
if my,29
friend .,29
the name,29
love :,29
your ladyship,29
you this,29
man !,29
us to,29
his daughter,29
? escalus,29
n't .,29
. that,29
how to,29
play the,29
. longaville,29
and on,29
queen .,29
", having",29
and no,29
? berowne,29
were you,29
to bear,29
of any,29
sir hugh,29
it hath,29
is very,29
", fie",29
% one,29
may not,29
's daughter,29
"nature ,",29
. do,29
. boult,29
can do,29
enter duke,29
him for,29
? leonato,29
for such,29
", love",29
see a,29
claudio .,28
"were ,",28
the chain,28
they shall,28
had i,28
she 'll,28
. simonides,28
ay ;,28
? a,28
what should,28
four act,28
have some,28
are to,28
is well,28
: no,28
as in,28
! now,28
that did,28
dir mrs.,28
"leave ,",28
did i,28
no further,28
you might,28
", get",28
this letter,28
told me,28
page stage,28
sir andrew,28
% indeed,28
"gods ,",28
be married,28
leontes paulina,28
your name,28
are in,28
"enough ,",28
", mine",28
king of,28
? claudio,28
these are,28
you as,28
"hold ,",28
are my,28
it so,28
's son,28
dir and,28
"matter ,",28
if ever,28
more ;,28
am glad,28
us ;,28
"die ,",28
enough to,28
to bring,28
make it,28
. is,28
% nothing,28
how he,28
falstaff ford,28
your wife,28
didst thou,28
by thy,28
thank thee,28
. take,28
from your,28
. bawd,28
; do,28
or no,28
. pray,28
imogen pisanio,28
i knew,28
have given,28
% shall,28
at his,28
them ;,28
"earth ,",28
desire to,28
king princess,28
so well,28
god 's,28
"thanks ,",28
be thy,27
till he,27
be it,27
the lord,27
"service ,",27
me this,27
to them,27
the thing,27
put on,27
"proteus ,",27
guiderius arviragus,27
i gave,27
the hand,27
! 't,27
and take,27
know my,27
. give,27
do ?,27
. trinculo,27
", great",27
"tranio ,",27
pisanio imogen,27
what shall,27
? orlando,27
myself .,27
in mine,27
it for,27
you both,27
be with,27
of good,27
you now,27
some of,27
. thaisa,27
", ha",27
name is,27
are they,27
make you,27
% at,27
your son,27
look 'd,27
he does,27
. look,27
believe me,27
i like,27
and others,27
love her,27
to whom,27
not come,27
the field,27
under the,27
i wish,27
here he,27
? julia,27
"both ,",27
against my,27
bring me,27
come not,27
? proteus,27
will tell,27
"old ,",27
thy love,27
"pardon ,",27
that were,27
father ;,27
for our,27
your master,27
"child ,",27
hear you,27
% mistress,27
? belch,27
i live,27
. salarino,27
? baptista,27
thee for,27
madam .,27
how !,27
two the,27
"wind ,",27
bring you,27
marry her,27
tenzero %,27
he must,27
", cousin",27
hither .,27
% thy,26
another part,26
man :,26
portia nerissa,26
servant one,26
unto the,26
page ford,26
? helena,26
from a,26
end of,26
the boy,26
then ;,26
one act,26
? speed,26
grace .,26
all these,26
"yourself ,",26
was in,26
mine ;,26
this time,26
then to,26
she can,26
thee well,26
in hand,26
this day,26
"am ,",26
. ferdinand,26
go :,26
benedick claudio,26
and see,26
am sorry,26
do ;,26
"forth ,",26
have her,26
that shall,26
been a,26
it please,26
them all,26
", ay",26
i charge,26
five scene,26
and mine,26
", none",26
every one,26
", claudio",26
"ho ,",26
of thee,26
dir now,26
her love,26
. patroclus,26
", sure",26
"liege ,",26
it !,26
"masters ,",26
this gentleman,26
that time,26
? let,26
is dead,26
in it,26
why should,26
thy hand,26
pleas 'd,26
on ;,26
and such,26
against the,26
live .,26
% even,26
not say,26
? falstaff,26
my poor,26
: by,26
have my,26
comes to,26
thy father,26
not like,26
", both",26
rosaline berowne,26
that all,26
? celia,26
once more,26
"mother ,",26
achilles thersites,26
her husband,26
to look,26
"alas ,",26
the door,26
were as,26
care not,26
but when,26
look upon,26
% farewell,26
. enter,26
berowne rosaline,26
him from,26
and never,26
"troilus ,",26
"fire ,",25
in you,25
go in,25
so please,25
", pompey",25
we can,25
? tranio,25
! belch,25
love me,25
claudio leonato,25
. hermione,25
trust me,25
's .,25
", kate",25
the place,25
